"","Periodo","Sexo","Municipios","value"
"9564","2008","Mujeres","26158 Tudelilla",196
"9565","2007","Mujeres","26158 Tudelilla",192
"9566","2006","Mujeres","26158 Tudelilla",184
"9567","2005","Mujeres","26158 Tudelilla",181
"9568","2004","Mujeres","26158 Tudelilla",179
"9569","2003","Mujeres","26158 Tudelilla",189
"9570","2002","Mujeres","26158 Tudelilla",197
"9571","2001","Mujeres","26158 Tudelilla",205
"9572","2000","Mujeres","26158 Tudelilla",211
"9573","1999","Mujeres","26158 Tudelilla",219
"9574","1998","Mujeres","26158 Tudelilla",220
"9575","1997","Mujeres","26158 Tudelilla",NA
"9576","1996","Mujeres","26158 Tudelilla",228
"9577","2016","Total","26160 Uruñuela",962
"9578","2015","Total","26160 Uruñuela",958
"9579","2014","Total","26160 Uruñuela",974
"9580","2013","Total","26160 Uruñuela",977
"9581","2012","Total","26160 Uruñuela",967
"9582","2011","Total","26160 Uruñuela",952
"9583","2010","Total","26160 Uruñuela",941
"9584","2009","Total","26160 Uruñuela",924
"9585","2008","Total","26160 Uruñuela",910
"9586","2007","Total","26160 Uruñuela",857
"9587","2006","Total","26160 Uruñuela",849
"9588","2005","Total","26160 Uruñuela",790
"9589","2004","Total","26160 Uruñuela",778
"9590","2003","Total","26160 Uruñuela",777
"9591","2002","Total","26160 Uruñuela",786
"9592","2001","Total","26160 Uruñuela",750
"9593","2000","Total","26160 Uruñuela",738
"9594","1999","Total","26160 Uruñuela",742
"9595","1998","Total","26160 Uruñuela",748
"9596","1997","Total","26160 Uruñuela",NA
"9597","1996","Total","26160 Uruñuela",753
"9598","2016","Hombres","26160 Uruñuela",485
"9599","2015","Hombres","26160 Uruñuela",483
"9600","2014","Hombres","26160 Uruñuela",489
"9601","2013","Hombres","26160 Uruñuela",493
"9602","2012","Hombres","26160 Uruñuela",488
"9603","2011","Hombres","26160 Uruñuela",487
"9604","2010","Hombres","26160 Uruñuela",480
"9605","2009","Hombres","26160 Uruñuela",473
"9606","2008","Hombres","26160 Uruñuela",468
"9607","2007","Hombres","26160 Uruñuela",446
"9608","2006","Hombres","26160 Uruñuela",444
"9609","2005","Hombres","26160 Uruñuela",414
"9610","2004","Hombres","26160 Uruñuela",397
"9611","2003","Hombres","26160 Uruñuela",400
"9612","2002","Hombres","26160 Uruñuela",402
"9613","2001","Hombres","26160 Uruñuela",387
"9614","2000","Hombres","26160 Uruñuela",380
"9615","1999","Hombres","26160 Uruñuela",383
"9616","1998","Hombres","26160 Uruñuela",385
"9617","1997","Hombres","26160 Uruñuela",NA
"9618","1996","Hombres","26160 Uruñuela",390
"9619","2016","Mujeres","26160 Uruñuela",477
"9620","2015","Mujeres","26160 Uruñuela",475
"9621","2014","Mujeres","26160 Uruñuela",485
"9622","2013","Mujeres","26160 Uruñuela",484
"9623","2012","Mujeres","26160 Uruñuela",479
"9624","2011","Mujeres","26160 Uruñuela",465
"9625","2010","Mujeres","26160 Uruñuela",461
"9626","2009","Mujeres","26160 Uruñuela",451
"9627","2008","Mujeres","26160 Uruñuela",442
"9628","2007","Mujeres","26160 Uruñuela",411
"9629","2006","Mujeres","26160 Uruñuela",405
"9630","2005","Mujeres","26160 Uruñuela",376
"9631","2004","Mujeres","26160 Uruñuela",381
"9632","2003","Mujeres","26160 Uruñuela",377
"9633","2002","Mujeres","26160 Uruñuela",384
"9634","2001","Mujeres","26160 Uruñuela",363
"9635","2000","Mujeres","26160 Uruñuela",358
"9636","1999","Mujeres","26160 Uruñuela",359
"9637","1998","Mujeres","26160 Uruñuela",363
"9638","1997","Mujeres","26160 Uruñuela",NA
"9639","1996","Mujeres","26160 Uruñuela",363
"9640","2016","Total","26161 Valdemadera",7
"9641","2015","Total","26161 Valdemadera",8
"9642","2014","Total","26161 Valdemadera",8
"9643","2013","Total","26161 Valdemadera",9
"9644","2012","Total","26161 Valdemadera",9
"9645","2011","Total","26161 Valdemadera",9
"9646","2010","Total","26161 Valdemadera",9
"9647","2009","Total","26161 Valdemadera",9
"9648","2008","Total","26161 Valdemadera",10
"9649","2007","Total","26161 Valdemadera",9
"9650","2006","Total","26161 Valdemadera",10
"9651","2005","Total","26161 Valdemadera",10
"9652","2004","Total","26161 Valdemadera",11
"9653","2003","Total","26161 Valdemadera",12
"9654","2002","Total","26161 Valdemadera",12
"9655","2001","Total","26161 Valdemadera",13
