"","Edad..grupos.quinquenales.","Municipios","Sexo","value"
"4234","70-74","08224 Sant Martí de Centelles","Ambos sexos",36
"4235","75-79","08224 Sant Martí de Centelles","Ambos sexos",32
"4236","80-84","08224 Sant Martí de Centelles","Ambos sexos",9
"4237","85 y más","08224 Sant Martí de Centelles","Ambos sexos",11
"4238","Total","08225 Sant Martí d'Albars","Ambos sexos",132
"4239","0-4","08225 Sant Martí d'Albars","Ambos sexos",6
"4240","05-09","08225 Sant Martí d'Albars","Ambos sexos",3
"4241","10-14","08225 Sant Martí d'Albars","Ambos sexos",6
"4242","15-19","08225 Sant Martí d'Albars","Ambos sexos",4
"4243","20-24","08225 Sant Martí d'Albars","Ambos sexos",6
"4244","25-29","08225 Sant Martí d'Albars","Ambos sexos",12
"4245","30-34","08225 Sant Martí d'Albars","Ambos sexos",11
"4246","35-39","08225 Sant Martí d'Albars","Ambos sexos",6
"4247","40-44","08225 Sant Martí d'Albars","Ambos sexos",11
"4248","45-49","08225 Sant Martí d'Albars","Ambos sexos",8
"4249","50-54","08225 Sant Martí d'Albars","Ambos sexos",8
"4250","55-59","08225 Sant Martí d'Albars","Ambos sexos",13
"4251","60-64","08225 Sant Martí d'Albars","Ambos sexos",4
"4252","65-69","08225 Sant Martí d'Albars","Ambos sexos",8
"4253","70-74","08225 Sant Martí d'Albars","Ambos sexos",9
"4254","75-79","08225 Sant Martí d'Albars","Ambos sexos",4
"4255","80-84","08225 Sant Martí d'Albars","Ambos sexos",7
"4256","85 y más","08225 Sant Martí d'Albars","Ambos sexos",6
"4257","Total","08226 Sant Martí de Tous","Ambos sexos",1027
"4258","0-4","08226 Sant Martí de Tous","Ambos sexos",54
"4259","05-09","08226 Sant Martí de Tous","Ambos sexos",54
"4260","10-14","08226 Sant Martí de Tous","Ambos sexos",41
"4261","15-19","08226 Sant Martí de Tous","Ambos sexos",45
"4262","20-24","08226 Sant Martí de Tous","Ambos sexos",58
"4263","25-29","08226 Sant Martí de Tous","Ambos sexos",98
"4264","30-34","08226 Sant Martí de Tous","Ambos sexos",102
"4265","35-39","08226 Sant Martí de Tous","Ambos sexos",69
"4266","40-44","08226 Sant Martí de Tous","Ambos sexos",59
"4267","45-49","08226 Sant Martí de Tous","Ambos sexos",62
"4268","50-54","08226 Sant Martí de Tous","Ambos sexos",58
"4269","55-59","08226 Sant Martí de Tous","Ambos sexos",52
"4270","60-64","08226 Sant Martí de Tous","Ambos sexos",51
"4271","65-69","08226 Sant Martí de Tous","Ambos sexos",56
"4272","70-74","08226 Sant Martí de Tous","Ambos sexos",47
"4273","75-79","08226 Sant Martí de Tous","Ambos sexos",56
"4274","80-84","08226 Sant Martí de Tous","Ambos sexos",33
"4275","85 y más","08226 Sant Martí de Tous","Ambos sexos",32
"4276","Total","08227 Sant Martí Sarroca","Ambos sexos",2531
"4277","0-4","08227 Sant Martí Sarroca","Ambos sexos",117
"4278","05-09","08227 Sant Martí Sarroca","Ambos sexos",99
"4279","10-14","08227 Sant Martí Sarroca","Ambos sexos",108
"4280","15-19","08227 Sant Martí Sarroca","Ambos sexos",136
"4281","20-24","08227 Sant Martí Sarroca","Ambos sexos",200
"4282","25-29","08227 Sant Martí Sarroca","Ambos sexos",182
"4283","30-34","08227 Sant Martí Sarroca","Ambos sexos",180
"4284","35-39","08227 Sant Martí Sarroca","Ambos sexos",183
"4285","40-44","08227 Sant Martí Sarroca","Ambos sexos",203
"4286","45-49","08227 Sant Martí Sarroca","Ambos sexos",177
"4287","50-54","08227 Sant Martí Sarroca","Ambos sexos",166
"4288","55-59","08227 Sant Martí Sarroca","Ambos sexos",127
"4289","60-64","08227 Sant Martí Sarroca","Ambos sexos",101
"4290","65-69","08227 Sant Martí Sarroca","Ambos sexos",142
"4291","70-74","08227 Sant Martí Sarroca","Ambos sexos",144
"4292","75-79","08227 Sant Martí Sarroca","Ambos sexos",121
"4293","80-84","08227 Sant Martí Sarroca","Ambos sexos",81
"4294","85 y más","08227 Sant Martí Sarroca","Ambos sexos",64
"4295","Total","08228 Sant Martí Sesgueioles","Ambos sexos",356
"4296","0-4","08228 Sant Martí Sesgueioles","Ambos sexos",15
"4297","05-09","08228 Sant Martí Sesgueioles","Ambos sexos",16
"4298","10-14","08228 Sant Martí Sesgueioles","Ambos sexos",15
"4299","15-19","08228 Sant Martí Sesgueioles","Ambos sexos",13
"4300","20-24","08228 Sant Martí Sesgueioles","Ambos sexos",21
"4301","25-29","08228 Sant Martí Sesgueioles","Ambos sexos",25
"4302","30-34","08228 Sant Martí Sesgueioles","Ambos sexos",37
"4303","35-39","08228 Sant Martí Sesgueioles","Ambos sexos",25
"4304","40-44","08228 Sant Martí Sesgueioles","Ambos sexos",31
"4305","45-49","08228 Sant Martí Sesgueioles","Ambos sexos",14
"4306","50-54","08228 Sant Martí Sesgueioles","Ambos sexos",22
"4307","55-59","08228 Sant Martí Sesgueioles","Ambos sexos",17
"4308","60-64","08228 Sant Martí Sesgueioles","Ambos sexos",16
"4309","65-69","08228 Sant Martí Sesgueioles","Ambos sexos",23
"4310","70-74","08228 Sant Martí Sesgueioles","Ambos sexos",21
"4311","75-79","08228 Sant Martí Sesgueioles","Ambos sexos",21
"4312","80-84","08228 Sant Martí Sesgueioles","Ambos sexos",11
"4313","85 y más","08228 Sant Martí Sesgueioles","Ambos sexos",13
"4314","Total","08229 Sant Mateu de Bages","Ambos sexos",702
"4315","0-4","08229 Sant Mateu de Bages","Ambos sexos",15
"4316","05-09","08229 Sant Mateu de Bages","Ambos sexos",24
"4317","10-14","08229 Sant Mateu de Bages","Ambos sexos",23
"4318","15-19","08229 Sant Mateu de Bages","Ambos sexos",30
"4319","20-24","08229 Sant Mateu de Bages","Ambos sexos",42
"4320","25-29","08229 Sant Mateu de Bages","Ambos sexos",51
"4321","30-34","08229 Sant Mateu de Bages","Ambos sexos",29
"4322","35-39","08229 Sant Mateu de Bages","Ambos sexos",43
"4323","40-44","08229 Sant Mateu de Bages","Ambos sexos",46
"4324","45-49","08229 Sant Mateu de Bages","Ambos sexos",44
"4325","50-54","08229 Sant Mateu de Bages","Ambos sexos",52
"4326","55-59","08229 Sant Mateu de Bages","Ambos sexos",42
"4327","60-64","08229 Sant Mateu de Bages","Ambos sexos",37
"4328","65-69","08229 Sant Mateu de Bages","Ambos sexos",63
"4329","70-74","08229 Sant Mateu de Bages","Ambos sexos",54
"4330","75-79","08229 Sant Mateu de Bages","Ambos sexos",52
"4331","80-84","08229 Sant Mateu de Bages","Ambos sexos",28
"4332","85 y más","08229 Sant Mateu de Bages","Ambos sexos",27
"4333","Total","08230 Premià de Dalt","Ambos sexos",9356
"4334","0-4","08230 Premià de Dalt","Ambos sexos",519
"4335","05-09","08230 Premià de Dalt","Ambos sexos",503
"4336","10-14","08230 Premià de Dalt","Ambos sexos",473
"4337","15-19","08230 Premià de Dalt","Ambos sexos",557
"4338","20-24","08230 Premià de Dalt","Ambos sexos",716
"4339","25-29","08230 Premià de Dalt","Ambos sexos",826
"4340","30-34","08230 Premià de Dalt","Ambos sexos",827
"4341","35-39","08230 Premià de Dalt","Ambos sexos",814
"4342","40-44","08230 Premià de Dalt","Ambos sexos",788
"4343","45-49","08230 Premià de Dalt","Ambos sexos",688
"4344","50-54","08230 Premià de Dalt","Ambos sexos",674
"4345","55-59","08230 Premià de Dalt","Ambos sexos",548
"4346","60-64","08230 Premià de Dalt","Ambos sexos",358
"4347","65-69","08230 Premià de Dalt","Ambos sexos",372
"4348","70-74","08230 Premià de Dalt","Ambos sexos",292
"4349","75-79","08230 Premià de Dalt","Ambos sexos",180
"4350","80-84","08230 Premià de Dalt","Ambos sexos",115
"4351","85 y más","08230 Premià de Dalt","Ambos sexos",106
"4352","Total","08231 Sant Pere de Ribes","Ambos sexos",23823
"4353","0-4","08231 Sant Pere de Ribes","Ambos sexos",1455
"4354","05-09","08231 Sant Pere de Ribes","Ambos sexos",1301
"4355","10-14","08231 Sant Pere de Ribes","Ambos sexos",1320
"4356","15-19","08231 Sant Pere de Ribes","Ambos sexos",1417
"4357","20-24","08231 Sant Pere de Ribes","Ambos sexos",1812
"4358","25-29","08231 Sant Pere de Ribes","Ambos sexos",2311
"4359","30-34","08231 Sant Pere de Ribes","Ambos sexos",2368
"4360","35-39","08231 Sant Pere de Ribes","Ambos sexos",2202
"4361","40-44","08231 Sant Pere de Ribes","Ambos sexos",1966
"4362","45-49","08231 Sant Pere de Ribes","Ambos sexos",1669
"4363","50-54","08231 Sant Pere de Ribes","Ambos sexos",1443
"4364","55-59","08231 Sant Pere de Ribes","Ambos sexos",1163
"4365","60-64","08231 Sant Pere de Ribes","Ambos sexos",835
"4366","65-69","08231 Sant Pere de Ribes","Ambos sexos",845
"4367","70-74","08231 Sant Pere de Ribes","Ambos sexos",646
"4368","75-79","08231 Sant Pere de Ribes","Ambos sexos",555
"4369","80-84","08231 Sant Pere de Ribes","Ambos sexos",274
"4370","85 y más","08231 Sant Pere de Ribes","Ambos sexos",241
"4371","Total","08232 Sant Pere de Riudebitlles","Ambos sexos",2123
"4372","0-4","08232 Sant Pere de Riudebitlles","Ambos sexos",82
"4373","05-09","08232 Sant Pere de Riudebitlles","Ambos sexos",95
"4374","10-14","08232 Sant Pere de Riudebitlles","Ambos sexos",85
"4375","15-19","08232 Sant Pere de Riudebitlles","Ambos sexos",96
"4376","20-24","08232 Sant Pere de Riudebitlles","Ambos sexos",161
"4377","25-29","08232 Sant Pere de Riudebitlles","Ambos sexos",208
"4378","30-34","08232 Sant Pere de Riudebitlles","Ambos sexos",177
"4379","35-39","08232 Sant Pere de Riudebitlles","Ambos sexos",133
"4380","40-44","08232 Sant Pere de Riudebitlles","Ambos sexos",140
"4381","45-49","08232 Sant Pere de Riudebitlles","Ambos sexos",138
"4382","50-54","08232 Sant Pere de Riudebitlles","Ambos sexos",158
"4383","55-59","08232 Sant Pere de Riudebitlles","Ambos sexos",129
"4384","60-64","08232 Sant Pere de Riudebitlles","Ambos sexos",109
"4385","65-69","08232 Sant Pere de Riudebitlles","Ambos sexos",91
"4386","70-74","08232 Sant Pere de Riudebitlles","Ambos sexos",116
"4387","75-79","08232 Sant Pere de Riudebitlles","Ambos sexos",94
"4388","80-84","08232 Sant Pere de Riudebitlles","Ambos sexos",61
"4389","85 y más","08232 Sant Pere de Riudebitlles","Ambos sexos",50
"4390","Total","08233 Sant Pere de Torelló","Ambos sexos",2230
"4391","0-4","08233 Sant Pere de Torelló","Ambos sexos",92
"4392","05-09","08233 Sant Pere de Torelló","Ambos sexos",93
"4393","10-14","08233 Sant Pere de Torelló","Ambos sexos",77
"4394","15-19","08233 Sant Pere de Torelló","Ambos sexos",119
"4395","20-24","08233 Sant Pere de Torelló","Ambos sexos",170
"4396","25-29","08233 Sant Pere de Torelló","Ambos sexos",182
"4397","30-34","08233 Sant Pere de Torelló","Ambos sexos",169
"4398","35-39","08233 Sant Pere de Torelló","Ambos sexos",178
"4399","40-44","08233 Sant Pere de Torelló","Ambos sexos",173
"4400","45-49","08233 Sant Pere de Torelló","Ambos sexos",176
"4401","50-54","08233 Sant Pere de Torelló","Ambos sexos",134
"4402","55-59","08233 Sant Pere de Torelló","Ambos sexos",123
"4403","60-64","08233 Sant Pere de Torelló","Ambos sexos",84
"4404","65-69","08233 Sant Pere de Torelló","Ambos sexos",111
"4405","70-74","08233 Sant Pere de Torelló","Ambos sexos",109
"4406","75-79","08233 Sant Pere de Torelló","Ambos sexos",129
"4407","80-84","08233 Sant Pere de Torelló","Ambos sexos",64
"4408","85 y más","08233 Sant Pere de Torelló","Ambos sexos",47
"4409","Total","08234 Sant Pere de Vilamajor","Ambos sexos",2934
"4410","0-4","08234 Sant Pere de Vilamajor","Ambos sexos",195
"4411","05-09","08234 Sant Pere de Vilamajor","Ambos sexos",158
"4412","10-14","08234 Sant Pere de Vilamajor","Ambos sexos",150
"4413","15-19","08234 Sant Pere de Vilamajor","Ambos sexos",119
"4414","20-24","08234 Sant Pere de Vilamajor","Ambos sexos",163
"4415","25-29","08234 Sant Pere de Vilamajor","Ambos sexos",276
"4416","30-34","08234 Sant Pere de Vilamajor","Ambos sexos",307
"4417","35-39","08234 Sant Pere de Vilamajor","Ambos sexos",314
"4418","40-44","08234 Sant Pere de Vilamajor","Ambos sexos",238
"4419","45-49","08234 Sant Pere de Vilamajor","Ambos sexos",179
"4420","50-54","08234 Sant Pere de Vilamajor","Ambos sexos",180
"4421","55-59","08234 Sant Pere de Vilamajor","Ambos sexos",150
"4422","60-64","08234 Sant Pere de Vilamajor","Ambos sexos",136
"4423","65-69","08234 Sant Pere de Vilamajor","Ambos sexos",136
"4424","70-74","08234 Sant Pere de Vilamajor","Ambos sexos",84
"4425","75-79","08234 Sant Pere de Vilamajor","Ambos sexos",70
"4426","80-84","08234 Sant Pere de Vilamajor","Ambos sexos",37
"4427","85 y más","08234 Sant Pere de Vilamajor","Ambos sexos",42
"4428","Total","08235 Sant Pol de Mar","Ambos sexos",4035
"4429","0-4","08235 Sant Pol de Mar","Ambos sexos",205
"4430","05-09","08235 Sant Pol de Mar","Ambos sexos",184
"4431","10-14","08235 Sant Pol de Mar","Ambos sexos",167
"4432","15-19","08235 Sant Pol de Mar","Ambos sexos",194
"4433","20-24","08235 Sant Pol de Mar","Ambos sexos",263
"4434","25-29","08235 Sant Pol de Mar","Ambos sexos",334
"4435","30-34","08235 Sant Pol de Mar","Ambos sexos",343
"4436","35-39","08235 Sant Pol de Mar","Ambos sexos",342
"4437","40-44","08235 Sant Pol de Mar","Ambos sexos",331
"4438","45-49","08235 Sant Pol de Mar","Ambos sexos",316
"4439","50-54","08235 Sant Pol de Mar","Ambos sexos",320
"4440","55-59","08235 Sant Pol de Mar","Ambos sexos",274
"4441","60-64","08235 Sant Pol de Mar","Ambos sexos",191
"4442","65-69","08235 Sant Pol de Mar","Ambos sexos",189
"4443","70-74","08235 Sant Pol de Mar","Ambos sexos",139
"4444","75-79","08235 Sant Pol de Mar","Ambos sexos",104
"4445","80-84","08235 Sant Pol de Mar","Ambos sexos",76
"4446","85 y más","08235 Sant Pol de Mar","Ambos sexos",63
"4447","Total","08236 Sant Quintí de Mediona","Ambos sexos",1843
"4448","0-4","08236 Sant Quintí de Mediona","Ambos sexos",83
"4449","05-09","08236 Sant Quintí de Mediona","Ambos sexos",74
"4450","10-14","08236 Sant Quintí de Mediona","Ambos sexos",77
"4451","15-19","08236 Sant Quintí de Mediona","Ambos sexos",96
"4452","20-24","08236 Sant Quintí de Mediona","Ambos sexos",148
"4453","25-29","08236 Sant Quintí de Mediona","Ambos sexos",163
"4454","30-34","08236 Sant Quintí de Mediona","Ambos sexos",157
"4455","35-39","08236 Sant Quintí de Mediona","Ambos sexos",134
"4456","40-44","08236 Sant Quintí de Mediona","Ambos sexos",135
"4457","45-49","08236 Sant Quintí de Mediona","Ambos sexos",110
"4458","50-54","08236 Sant Quintí de Mediona","Ambos sexos",94
"4459","55-59","08236 Sant Quintí de Mediona","Ambos sexos",116
"4460","60-64","08236 Sant Quintí de Mediona","Ambos sexos",71
"4461","65-69","08236 Sant Quintí de Mediona","Ambos sexos",105
"4462","70-74","08236 Sant Quintí de Mediona","Ambos sexos",105
"4463","75-79","08236 Sant Quintí de Mediona","Ambos sexos",80
"4464","80-84","08236 Sant Quintí de Mediona","Ambos sexos",51
"4465","85 y más","08236 Sant Quintí de Mediona","Ambos sexos",44
"4466","Total","08237 Sant Quirze de Besora","Ambos sexos",1986
"4467","0-4","08237 Sant Quirze de Besora","Ambos sexos",71
"4468","05-09","08237 Sant Quirze de Besora","Ambos sexos",60
"4469","10-14","08237 Sant Quirze de Besora","Ambos sexos",81
"4470","15-19","08237 Sant Quirze de Besora","Ambos sexos",90
"4471","20-24","08237 Sant Quirze de Besora","Ambos sexos",131
"4472","25-29","08237 Sant Quirze de Besora","Ambos sexos",160
"4473","30-34","08237 Sant Quirze de Besora","Ambos sexos",136
"4474","35-39","08237 Sant Quirze de Besora","Ambos sexos",131
"4475","40-44","08237 Sant Quirze de Besora","Ambos sexos",116
"4476","45-49","08237 Sant Quirze de Besora","Ambos sexos",133
"4477","50-54","08237 Sant Quirze de Besora","Ambos sexos",118
"4478","55-59","08237 Sant Quirze de Besora","Ambos sexos",130
"4479","60-64","08237 Sant Quirze de Besora","Ambos sexos",108
"4480","65-69","08237 Sant Quirze de Besora","Ambos sexos",147
"4481","70-74","08237 Sant Quirze de Besora","Ambos sexos",152
"4482","75-79","08237 Sant Quirze de Besora","Ambos sexos",92
"4483","80-84","08237 Sant Quirze de Besora","Ambos sexos",65
"4484","85 y más","08237 Sant Quirze de Besora","Ambos sexos",65
"4485","Total","08238 Sant Quirze del Vallès","Ambos sexos",13916
"4486","0-4","08238 Sant Quirze del Vallès","Ambos sexos",857
"4487","05-09","08238 Sant Quirze del Vallès","Ambos sexos",850
"4488","10-14","08238 Sant Quirze del Vallès","Ambos sexos",873
"4489","15-19","08238 Sant Quirze del Vallès","Ambos sexos",987
"4490","20-24","08238 Sant Quirze del Vallès","Ambos sexos",1041
"4491","25-29","08238 Sant Quirze del Vallès","Ambos sexos",1048
"4492","30-34","08238 Sant Quirze del Vallès","Ambos sexos",1160
"4493","35-39","08238 Sant Quirze del Vallès","Ambos sexos",1260
"4494","40-44","08238 Sant Quirze del Vallès","Ambos sexos",1386
"4495","45-49","08238 Sant Quirze del Vallès","Ambos sexos",1236
"4496","50-54","08238 Sant Quirze del Vallès","Ambos sexos",996
"4497","55-59","08238 Sant Quirze del Vallès","Ambos sexos",592
"4498","60-64","08238 Sant Quirze del Vallès","Ambos sexos",371
"4499","65-69","08238 Sant Quirze del Vallès","Ambos sexos",377
"4500","70-74","08238 Sant Quirze del Vallès","Ambos sexos",314
"4501","75-79","08238 Sant Quirze del Vallès","Ambos sexos",247
"4502","80-84","08238 Sant Quirze del Vallès","Ambos sexos",175
"4503","85 y más","08238 Sant Quirze del Vallès","Ambos sexos",146
"4504","Total","08239 Sant Quirze Safaja","Ambos sexos",441
"4505","0-4","08239 Sant Quirze Safaja","Ambos sexos",18
"4506","05-09","08239 Sant Quirze Safaja","Ambos sexos",16
"4507","10-14","08239 Sant Quirze Safaja","Ambos sexos",20
"4508","15-19","08239 Sant Quirze Safaja","Ambos sexos",21
"4509","20-24","08239 Sant Quirze Safaja","Ambos sexos",24
"4510","25-29","08239 Sant Quirze Safaja","Ambos sexos",40
"4511","30-34","08239 Sant Quirze Safaja","Ambos sexos",55
"4512","35-39","08239 Sant Quirze Safaja","Ambos sexos",44
"4513","40-44","08239 Sant Quirze Safaja","Ambos sexos",28
"4514","45-49","08239 Sant Quirze Safaja","Ambos sexos",42
"4515","50-54","08239 Sant Quirze Safaja","Ambos sexos",31
"4516","55-59","08239 Sant Quirze Safaja","Ambos sexos",27
"4517","60-64","08239 Sant Quirze Safaja","Ambos sexos",15
"4518","65-69","08239 Sant Quirze Safaja","Ambos sexos",21
"4519","70-74","08239 Sant Quirze Safaja","Ambos sexos",21
"4520","75-79","08239 Sant Quirze Safaja","Ambos sexos",5
"4521","80-84","08239 Sant Quirze Safaja","Ambos sexos",5
"4522","85 y más","08239 Sant Quirze Safaja","Ambos sexos",8
"4523","Total","08240 Sant Sadurní d'Anoia","Ambos sexos",10099
"4524","0-4","08240 Sant Sadurní d'Anoia","Ambos sexos",519
"4525","05-09","08240 Sant Sadurní d'Anoia","Ambos sexos",514
"4526","10-14","08240 Sant Sadurní d'Anoia","Ambos sexos",519
"4527","15-19","08240 Sant Sadurní d'Anoia","Ambos sexos",633
"4528","20-24","08240 Sant Sadurní d'Anoia","Ambos sexos",775
"4529","25-29","08240 Sant Sadurní d'Anoia","Ambos sexos",800
"4530","30-34","08240 Sant Sadurní d'Anoia","Ambos sexos",819
"4531","35-39","08240 Sant Sadurní d'Anoia","Ambos sexos",876
"4532","40-44","08240 Sant Sadurní d'Anoia","Ambos sexos",832
"4533","45-49","08240 Sant Sadurní d'Anoia","Ambos sexos",684
"4534","50-54","08240 Sant Sadurní d'Anoia","Ambos sexos",575
"4535","55-59","08240 Sant Sadurní d'Anoia","Ambos sexos",486
"4536","60-64","08240 Sant Sadurní d'Anoia","Ambos sexos",385
"4537","65-69","08240 Sant Sadurní d'Anoia","Ambos sexos",453
"4538","70-74","08240 Sant Sadurní d'Anoia","Ambos sexos",466
"4539","75-79","08240 Sant Sadurní d'Anoia","Ambos sexos",375
"4540","80-84","08240 Sant Sadurní d'Anoia","Ambos sexos",221
"4541","85 y más","08240 Sant Sadurní d'Anoia","Ambos sexos",167
"4542","Total","08241 Sant Sadurní d'Osormort","Ambos sexos",83
